,j_tittle,c_name,company_locations,job_description,Apply_link
189,Sr. Software Engineer(Back End),"Anaconda, Inc.",United States,"$$$ About AnacondaBe at the center of AIWith more than 45 million users, Anaconda is the most popular operating system for AI providing access to the foundational open-source Python packages used in modern AI, data science, and machine learning through a seamless platform. We pioneered the use of Python for data science, championed its vibrant community, and continue to steward open-source projects that make tomorrow’s innovations possible. Our enterprise-grade solutions enable corporate, research, and academic institutions around the world to harness the power of open source for competitive advantage, groundbreaking research, and a better world. To learn more visit https://www.anaconda.com.Here is why people love most about working here: We’re not just a company, we’re part of a movement. Our dedicated employees and user community are democratizing data science and creating and promoting open-source technologies for a better world, and our commercial offerings make it possible for enterprise users to leverage the most innovative output from open source in a secure, governed way.SummaryAnaconda is seeking a talented Sr. Software Engineer(Back End) to join our rapidly-growing company. This is an excellent opportunity for you to leverage your experience and skills and apply it to the world of data science, artificial intelligence, and machine learning.What You’ll DoBe a key member of Package Security Manager teamAttend daily scrum meetings, planning, sprint review etc.Collaborate with external teams for joint deliverablesWork with the QA team to deliver the quality productReview PRs and contribute to the engineering and product discussionsCreate and implement new processes that add to product quality, security and performanceIncrease productivity skills by improving knowledge or core infrastructure and tooling, as well as testing best practicesTake ownership of team’s process inefficiencies, implement cross team efforts in ensuring things are running smoothlyCreate and present areas of interest within the organization lunch and learn or team learning eventsWhat You Need8+ years of software development experienceDeep and proven experience with pythonAdvanced knowledge of python ecosystem, including best practicesExperience with application monitoring (eg: grafana, prometheus and loki monitoring stacks)Experience with AWS or similar cloud providersCollaborate with Product Management and other stakeholders within Engineering(Frontend, UX, etc) to maintain high-bar for quality in fast-paced, agile development environmentsSuperior design, debugging and problem solving skillsStrong communication skillsTeam attitude: “I am not done until WE are done”Embody our core values:Great PeopleGreat ProductGreat PerformanceCare deeply about fostering an environment where people of all backgrounds and experiences can flourishWhat Will Make You Stand OutExperience working in a fast-paced startup environmentExperience working in an open-source, AI, or data science-oriented companyExperience with Go, Angular, Typescript, FastAPI frameworksExperience optimizing applications for performanceWhy You’ll Like Working HereUnique opportunity to translate strong open-source adoption and user enthusiasm into commercial product growthDynamic company that rewards high-performersOn the cutting edge of enterprise application of data science, machine learning, and AICollaborative team environment that values multiple perspectives and clear thinkingEmployees-first cultureFlexible working hoursMedical*, Dental*, Vision*, HSA*, Life* and 401K*Paid parental leave - both parentsMonthly productivity stipendPre-IPO stock optionsOpen vacation policy*Quarterly Snake days (company-wide bonus day off)100% remoteFTE employees based on your regionAn Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.Anaconda, Inc. (“We”, “Us”) are committed to protecting and respecting your privacy. This Privacy Notice sets out the basis on which the personal data collected from you, or that you provide to Us, will be processed by Us in connection with Our recruitment processes. By clicking “Submit Application”, you acknowledge you have read our Privacy Policy and that Anaconda can retain your application data for up to 1-year, unless otherwise stated. For the purpose of the General Data Protection Regulation (“GDPR”) ”) and the version of the GDPR retained in UK law (the “UK GDPR”) the Data Controller is Sydney Artt.This job post expires 30 days from its original post dateAnaconda is an EEO/AA employer M/F/V/D.Show moreShow less",https://www.linkedin.com/jobs/view/sr-software-engineer-back-end-at-anaconda-inc-3994550830?position=5&pageNum=35&refId=WiXu4Hh%2BqiOMEWSk9jzXJw%3D%3D&trackingId=5zqi9YvSe190WumBLNe4iQ%3D%3D&trk=public_jobs_jserp-result_search-card
190,"Software Engineer, Backend",PayPal,"Scottsdale, AZ",Related to grapgics design,https://www.linkedin.com/jobs/view/software-engineer-backend-at-paypal-3996682926?position=6&pageNum=35&refId=WiXu4Hh%2BqiOMEWSk9jzXJw%3D%3D&trackingId=tnLETvKVoS1sZJo%2FQwwLDA%3D%3D&trk=public_jobs_jserp-result_search-card
191,Software Engineer,SOCOTEC USA,"Boston, MA","$$$ Company DescriptionSOCOTEC is a provider of niche consulting services within the architecture, engineering and construction industries focusing on high-performance buildings and specialty structures. Through an integrated, holistic approach, our professionals provide solutions for building envelope, energy efficiency, sustainability, code advisory and construction advisory projects.SOCOTEC’s combination of expertise, experience and methods are increasingly recognized as best-in-class fueling significant growth.SOCOTEC offers competitive salary and benefits, mentorship, training, and social activities.SOCOTEC is proud to announce that it has been officially certified as a Great Place to Work by the renowned global authority on workplace culture, Great Place to Work®.Job DescriptionAs a Software Engineer at Socotec, you will play a pivotal role in our mission to optimize processes and enhance user experiences through the development of robust software solutions. You will collaborate closely with cross-functional teams to identify and address process bottlenecks, architecting and implementing both client-side and server-side structures.While not mandatory, we highly value candidates with expertise in machine learning (ML) and experience in developing custom chatbot agents. Familiarity with advanced ML techniques, such as model chaining, fine-tuning pre-trained models for specific applications, and implementing function calling, would be a significant advantage. Experience in natural language processing (NLP) and integrating chatbot agents into existing systems would be beneficial and is considered a plus.Your responsibilities will include:Collaborating with Cross-Functional Teams: Work closely with stakeholders from various departments to understand their needs and pain points, translating them into effective software solutions.Architecting Scalable Solutions: Design and develop scalable and maintainable client-side and server-side architectures that meet both current and future needs.Building Engaging Frontend Interfaces: Create visually appealing and intuitive frontend interfaces using modern technologies such as React, ensuring a seamless user experience across devices.Ensuring Software Quality: Conduct rigorous testing to ensure the performance, reliability, and usability of our software products, identifying and addressing any issues that arise.Maintaining and Updating Software: Diagnose and resolve any technical issues that arise post-launch, ensuring our software remains up-to-date with the latest technologies and best practices.Implementing Security Measures: Implement robust security measures and data protection protocols to safeguard sensitive information and mitigate potential risks.Documentation: Document technical processes and system architecture comprehensively, providing clear and detailed documentation for future reference.Machine Learning and Chatbot Development: Develop and integrate custom chatbot agents, leveraging ML techniques such as model chaining, fine-tuning, and function calling to enhance user interactions and automate processes.QualificationsProficiency in programming languages such as JavaScript, TypeScript, Python, and CSS.Experience with frameworks and technologies such as React, Django, FastAPI, AWS (Amazon Web Services), and Microsoft Azure.Familiarity with other relevant technologies and tools such as SQL databases (e.g., PostgreSQL, MySQL), containerization (e.g., Docker, Kubernetes), CI/CD pipelines, and version control systems (e.g., Git, GitHub).Knowledge of agile development methodologies and best practices.Experience in machine learning, particularly in developing and fine-tuning models for specific applications.Expertise in creating and deploying custom chatbot agents using various techniques, including chaining, fine-tuning, and function calling.We are looking for a proactive and innovative individual who is passionate about technology and eager to contribute to our team's success. If you have a strong background in software development and are excited about working on cutting-edge projects, we encourage you to apply.Additional InformationSOCOTEC is an Equal Opportunity Employer.Your information will be kept confidential according to EEO guidelines.SOCOTEC is an Equal Opportunity Employer.SOCOTEC is an Equal Opportunity Employer.Show moreShow less",https://www.linkedin.com/jobs/view/software-engineer-at-socotec-usa-3997648562?position=7&pageNum=35&refId=WiXu4Hh%2BqiOMEWSk9jzXJw%3D%3D&trackingId=jicuNkK%2Fjjgd5B5ddCLOQg%3D%3D&trk=public_jobs_jserp-result_search-card
192,Software Dev Engineer I :: 24-02201,"Akraya, Inc.","Seattle, WA","$$$ Primary Skills: Java, SQL, JavaScriptContract Type: W2Duration: 11+ MonthsLocation: Seattle, WA (Hybrid)Pay Rate: $45.00 – 50.00 Per HourJob ResponsibilitiesDevelop monitoring solutions for tracking feature performance.Troubleshoot and debug issues within HTML, CSS, JavaScript, JAVA, Native iOS, and Native Android code.Implement fixes for internally developed code and perform SQL queries to support applications.Work alongside the development team on corporate and divisional software projects, improving and updating current software.Automate support processes and document systems to enhance efficiency.JOB REQUIREMENTS:Proficiency in Java, with a good understanding of HTML, CSS, and JavaScript.Strong SQL skills for performing intricate database queries.Excellent problem-solving abilities, detail orientation, and communication skills.About Akraya""Akraya is an award-winning IT staffing firm consistently recognized for our commitment to excellence and a positive work environment. Voted the #1 Best Place to Work in Silicon Valley (2023) and a Glassdoor Best Places to Work (2023 & 2022), Akraya prioritizes a culture of inclusivity and fosters a sense of belonging for all team members. We are staffing solutions providers for Fortune 100 companies, and our industry recognitions solidify our leadership position in the IT staffing space. Let us lead you to your dream career, join Akraya today!""Show moreShow less",https://www.linkedin.com/jobs/view/software-dev-engineer-i-24-02201-at-akraya-inc-3995958220?position=8&pageNum=35&refId=WiXu4Hh%2BqiOMEWSk9jzXJw%3D%3D&trackingId=IDcf1s%2BoK0zuxy8SDXCgWw%3D%3D&trk=public_jobs_jserp-result_search-card
193,Software Engineer,"EnDepth Solutions, LLC","Annapolis Junction, MD","$$$ Software Engineer (Top Secret/SCI With Full Scope Polygraph Required)Company:EnDepth SolutionsLocation:Annapolis Junction, MD (On-site/Office)Date Posted:TodayAbout EnDepth SolutionsFounded in 2010 and serving the DoD and Intelligence Community, EnDepth Solutions is a leader in Cyber Security services. As a Service Disabled Veteran Owned Small Business (SDVOSB), we excel in security engineering, certification & accreditation, and system security testing. Our team is comprised of highly skilled professionals dedicated to securing enterprise objectives through close collaboration with our clients.Position OverviewThis position requires a current and active TS/SCI with Polygraph.Key QualificationsBachelors degree in Computer Science or related discipline from an accredited college or university is required; Four (4) years of SWE experience on projects with similar software processes may be substituted for a bachelors degree.The Software Engineer develops, maintains, and enhances complex and diverse software systems (e.g., processing-intensive analytics, novel algorithm development, manipulation of extremely large data sets, real-time systems, and business management information systems) based upon documented requirements. Works individually or as part of a team. Reviews and tests software components for adherence to the design requirements and documents test results. Resolves software problem reports. Utilizes software development and software design methodologies appropriate to the development environment. Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf (COTS)/Government Off-the-shelf (GOTS) in place of new development, and requirements analysis and synthesis from system level to individual software components.Backend DevelopmentPython proficiency desiredJava, Spring BootBenefitsCompetitive Salaries and 100% Employer-paid Health Insurance.Employer-funded HSA, Dental, Vision, & Life Insurance.Full coverage for Short-term and Long-term Disability.Safe-Harbor 401(k), 10 Holidays, generous PTO, Comp Time.Professional Development, Educational Reimbursement, Employee Referral Bonus.Vibrant company culture with sponsored events.Why Join Us?At EnDepth Solutions, we value our employees and strive to provide an environment where you can grow professionally and make a significant impact. With a variety of prime and subcontracts within the Intelligence Community, opportunities for career advancement and skill enhancement are plentiful.Application ProcessTo apply, please submit your resume and cover letter through our careers portal. For any inquiries related to the position or application process, please contact DLardy@endepthsolutions.comWe look forward to discovering how you can contribute to our team at EnDepth Solutions!Show moreShow less",https://www.linkedin.com/jobs/view/software-engineer-at-endepth-solutions-llc-3992722463?position=9&pageNum=35&refId=WiXu4Hh%2BqiOMEWSk9jzXJw%3D%3D&trackingId=PtacFirHooDIKRYkY5W6JQ%3D%3D&trk=public_jobs_jserp-result_search-card
194,Accounting Assistant III,University of Arkansas,"Fayetteville, AR","$$$ Current University of Arkansas System employees, including student employees and graduate assistants, need to log in to Workday via MyApps.Microsoft.com, then access Find Jobs from the Workday search bar to view and apply for open positions. Students at University of Arkansas System two-year institutions will also view open positions and apply within Workday by searching for “Find Jobs for Students”.All Job Postings will close at 12:01 a.m. CT on the specified Closing Date (if designated).If you close the browser or exit your application prior to submitting, the application process will be saved as a draft. You will be able to access and complete the application through “My Draft Applications” located on your Candidate Home page.Closing Date:08/16/2024Type of Position:Staff - Accounting, Finance, BusinessWorkstudy Position:NoJob Type:RegularWork Shift:Sponsorship Available:NoInstitution Name:University of Arkansas, FayettevilleFounded in 1871, the University of Arkansas is a land grant institution, classified by the Carnegie Foundation among the nation’s top 2 percent of universities with the highest level of research activity. The University of Arkansas works to advance Arkansas and build a better world through education, research and outreach by providing transformational opportunities and skills, promoting an inclusive and diverse culture and climate, and nurturing creativity, discovery and the spread of new ideas and innovations.The University of Arkansas campus is located in Fayetteville, a welcoming community ranked as one of the best places to live in the U.S. The growing region surrounding Fayetteville is home to numerous Fortune 500 companies and one of the nation’s strongest economies. Northwest Arkansas is also quickly gaining a national reputation for its focus on the arts and overall quality of life.As an employer, the University of Arkansas offers a vibrant work environment and a workplace culture that promotes a healthy work-life balance. The benefits package includes university contributions to health, dental, life and disability insurance, tuition waivers for employees and their families, 12 official holidays, immediate leave accrual, and a choice of retirement programs with university contributions ranging from 5 to 10% of employee salary.Below you will find the details for the position including any supplementary documentation and questions, you should review before applying for the opening.If you have a disability and need assistance with the hiring process, please submit a request via the Disability Accommodations | OEOC | University of Arkansas (uark.edu) : Request an Accommodation. Appli­cants are required to submit a request for each position of which they have applied.For general application assistance or if you have questions about a job posting, please contact Human Resources at 479.575.5351.Department:SA Financial Support StaffDepartment's Website:Summary of Job Duties:The Accounting Assistant III is responsible and accountable for assisting with shared services functional areas of procurement, p-card, and travel processing. The position will support their units and Fiscal Operations in running various reports, organizing collected data, and contacting unit administrators on all procurement, travel, and other business operations related matters. This includes the preparation and posting of various journals, ledgers, and accounts, analysis of financial data, financial statements, and expenditure reports, and presentation of financial data. Responsible for reviewing accounting transactions to ensure proper methods are used in accordance with university and state regulations The Accounting Assistant III will provide budget planning and projections pertaining to all accounts. This position will be the primary fiscal contact to make accounting adjustments, perform account reconciliation, approve all purchasing transactions, and initiate procurement & travel requests, as well as serve as backup for similar positions.Regular, reliable, and non-disruptive attendance is an essential job duty, as is the ability to create and maintain collegial, harmonious working relationships with others.Qualifications:Minimum Qualifications:The formal education equivalent of a bachelor’s degree in accounting, general business, or a related field from an accredited higher education institutionAt least two years of experience in accounting or related fieldApplicable Equivalencies May Be Considered On The Above Qualifications.Preferred Qualifications:Experience using WorkdayKnowledge, Skills, & Abilities (KSAs):Knowledge of university and state procurement rules and regulations, accounting principles, data management, and customer service techniquesAbility to apply policies and procedures and other applicable regulations associated with units and the universityAdditional Information:Salary Information:$38,000 - $40,000Required Documents to Apply:List of three Professional References (name, email, business title), ResumeOptional Documents:Proof of Veteran StatusRecruitment Contact Information:Jackie MichelettoAssociate Vice Chancellor for OperationsDivision of Student Affairsjmichel@uark.eduAll application materials must be uploaded to the University of Arkansas System Career Site https://uasys.wd5.myworkdayjobs.com/UASYSPlease do not send to listed recruitment contact.Special Instructions to Applicants:Pre-employment Screening Requirements:Criminal Background Check, Sex Offender RegistryThe University of Arkansas is committed to providing a safe campus community. We conduct background checks for applicants being considered for employment. Background checks include a criminal background check and a sex offender registry check. For certain positions, there may also be a financial (credit) background check, a Motor Vehicle Registry (MVR) check, and/or drug screening. Required checks are identified in the position listing. A criminal conviction or arrest pending adjudication or adverse financial history information alone shall not disqualify an applicant in the absence of a relationship to the requirements of the position. Background check information will be used in a confidential, non-discriminatory manner consistent with state and federal law.The University of Arkansas seeks to attract, develop and retain high quality faculty, staff and administrators that consistently display practices and behaviors to advance a culture that embeds inclusion, opportunity, educational excellence and unparalleled access for all.The University of Arkansas is an equal opportunity, affirmative action institution. The University does not discriminate in its education programs or activities (including in admission and employment) on the basis of age, race, color, national origin, disability, religion, marital or parental status, protected veteran status, military service, genetic information, or sex (including pregnancy, sexual orientation, and gender identity). Federal law prohibits the University from discriminating on these bases. Questions or concerns about the application of Title IX, which prohibits discrimination on the basis of sex, may be sent to the University's Title IX Coordinator and to the U.S. Department of Education Office for Civil Rights.Persons must have proof of legal authority to work in the United States on the first day of employment.All application information is subject to public disclosure under the Arkansas Freedom of Information Act.Constant Physical Activity:TalkingFrequent Physical Activity:N/AOccasional Physical Activity:N/ABenefits Eligible:YesShow moreShow less",https://www.linkedin.com/jobs/view/accounting-assistant-iii-at-university-of-arkansas-3996832361?position=10&pageNum=35&refId=WiXu4Hh%2BqiOMEWSk9jzXJw%3D%3D&trackingId=P%2FbD3i1n9ZiYLpqGQHJlTA%3D%3D&trk=public_jobs_jserp-result_search-card
195,Accounting Manager,Revolution Space,"Lanham, MD",Related to grapgics design,https://www.linkedin.com/jobs/view/accounting-manager-at-revolution-space-3996215612?position=1&pageNum=37&refId=L61AeYnEOC3nzwvg%2FXtk4Q%3D%3D&trackingId=broY4OgcX0VhoUvnp5N9Qg%3D%3D&trk=public_jobs_jserp-result_search-card
196,Software Engineer Assistant,American Institutes for Research,United States,"$$$ OverviewJoin the dynamic Technology Solutions team at AIR as aSoftware Engineer Assistant/Software Development Assistantwhere you'll play a pivotal role in designing and developing innovative products across various sectors, including Education, Health, Workforce, and International. As part of a collaborative team, you'll have the opportunity to work on cutting-edge web and mobile technologies, driving our mission to create a better, more equitable world.We design, architect, develop, and deploy cutting-edge, user-centered solutions, including:Software development of data collection, processing, and reporting solutions for data-intensive projectsDissemination of data and information through websites and content management systemsSolving complex problems using machine-learning and artificial intelligenceData visualizationOnline training courses and media developmentWith diversity, equity, and inclusion built into our DNA, we value the contributions of every member of our institution. Use your tech skills for good and collaborate with fellow changemakers in our Technology Solutions team.Candidates hired for the position may work remotely within the United States (U.S.) or from one of our U.S. office locations. This does not include U.S. territories.About AIREstablished in 1946, with headquarters in Arlington, Virginia, AIR is a nonpartisan, not-for-profit institution that conducts behavioral and social science research and delivers technical assistance to solve some of the most urgent challenges in the U.S. and around the world. We advance evidence in the areas of education, health, the workforce, human services, and international development to create a better, more equitable world.AIR’s commitment to diversity goes beyond legal compliance to its full integration in our strategy, operations, and work environment. At AIR, we define diversity broadly, considering everyone’s unique life and community experiences. We believe that embracing diverse perspectives, abilities/disabilities , racial/ethnic and cultural backgrounds, styles, ages, genders, gender identities and expressions, education backgrounds, and life stories drives innovation and employee engagement. Learn more about AIR's Diversity, Equity, and Inclusion Strategy and hear from our staff by clicking here .ResponsibilitiesThe responsibilities for the position include:Assist in designing, developing, integrating, and testing new software while enhancing existing software solutions.Conduct technical research and trade-off studies to inform decision-making processes.Participate in requirements analysis and collaborate with team members to generate innovative solutions.Contribute to performance analysis and improvement efforts.Continuously develop your technical skillset in alignment with your career goals.QualificationsEducation, Knowledge, and Experience:Bachelor’s degree in computer science or a related field.Functional knowledge and interest in developing accessible interfaces.Experience with relational databases (e.g., Postgres, MySQL, SQL Server, Oracle) and NoSQL databases (e.g., MongoDB, Cassandra, CouchDB).Experience with cloud-based infrastructure such as AWS or Azure.Full-stack experience or knowledge of full-stack frameworks such as ASP.NET or Django.Familiarity with agile development methodologies and tools.Familiarity with geospatial visualization tools such as Mapbox, Leaflet, or other GIS systems.SkillsProficiency in Python and other programming languages such as C#, PHP or RubyProficiency in JavaScript/Typscript libraries like Angular, React, JQuery, D3, etc.Proficiency in web development technologies such as HTML5, CSS, XML, Bootstrap etc.Excellent organizational skills with a strong attention to detail.Effective interpersonal skills with the ability to communicate across diverse backgrounds and collaborate closely with cross-functional teams and clients to deliver quality software solutions.Quick learner with the ability to work collaboratively in a virtual team environment with ability to quickly pick up domain knowledge.DisclosuresApplicants must be currently authorized to work in the U.S. on a full-time basis. Employment-based visa sponsorship (including H-1B sponsorship) is not available for this position. Depending on project work, qualified candidates may need to meet certain residency requirements.All qualified applicants will receive consideration for employment without discrimination on the basis of age, race, color, religion, sex, gender, gender identity/expression, sexual orientation, national origin, protected veteran status, or disability.AIR adheres to strict child safeguarding principles. All selected candidates will be expected to adhere to these standards and principles and will therefore undergo reference and background checks.AIR’s Total Rewards Program , is designed to reward our staff competitively and motivate them to achieve our critical mission. This position offers an anticipated annual salary of $78,000-$84,000. Salary offers are made based on internal equity within the institution and external equity with competitive markets. Please note this is the annual salary range for candidates that are based in the United States.AIR maintains a drug-free work environment .Fraudulent Job Scams Warning & DisclaimerAIR is aware of individuals falsely presenting themselves as AIR representatives. Fraudulent job scams seek to extract sensitive information or money from victims. To protect yourself, please be aware that AIR recruitment will only email you from an “@air.org” domain. Please take extra caution while examining the email address, for example jdoe@air.orgis correct and jdoe@aircareers.orgis not a legitimate AIR email address.If you are unsure of the legitimacy of a communication you have received, please reach out to recruitment@air.org .If you see a job scam, or lose money to one, report it to the Federal Trade Commission (FTC) at ReportFraud.ftc.gov . You can also report it to your state attorney general . Find out more about how to avoid scams at ftc.gov/scams .Show moreShow less",https://www.linkedin.com/jobs/view/software-engineer-assistant-at-american-institutes-for-research-3995322259?position=2&pageNum=37&refId=L61AeYnEOC3nzwvg%2FXtk4Q%3D%3D&trackingId=KiiOwzg4bC%2FmJnkc7psfnw%3D%3D&trk=public_jobs_jserp-result_search-card
197,"Software Engineer, Product",Meta,"Redmond, WA","$$$ We are the teams who create all of Meta's products used by billions of people around the world. Want to build new features and improve existing products like Messenger, Video, Groups, News Feed, Search and more? Want to solve unique, large scale, highly complex technical problems? Meta is seeking experienced full-stack Software Engineers to join our product teams. You can help build products that help us connect the next billion people, create new features that have billions of interactions per day and be a part of a team that’s working to help people connect with each other around the globe. Join us!Software Engineer, Product Responsibilities:Full stack web/mobile application development with a variety of coding languagesCreate consumer products and features using internal programming language HackImplement web or mobile interfaces using XHTML, CSS, and JavaScriptWork closely with our PM and design teams to define feature specifications and build the next generation of products leveraging frameworks such as React & React NativeWork closely with operations and infrastructure to build and scale back-end servicesBuild report interfaces and data feedsComplete medium to large features (each with many tasks) independently without guidanceProactively identify and drive changes as needed for assigned codebase, product area and/or systemsMinimum Qualifications:2+ years of programming experience in a relevant language2+ years relevant experience building large-scale applications or similar experience1+ years of experience identifying, designing and completing medium to large features independently without guidanceExperience with scripting languages such as Python, Javascript or HackExperience building and shipping high quality work and achieving high reliabilityCurrently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, a relevant technical field, or equivalent practical experience. Degree must be completed prior to joining MetaCurrently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.Preferred Qualifications:Exposure to architectural patterns of large scale software applicationsExperience in programming languages such as C, C++, Java, Swift, KotlinAbout Meta:Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.$56.25/hour to $173,000/year + bonus + equity + benefitsIndividual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about  benefits  at Meta.Show moreShow less",https://www.linkedin.com/jobs/view/software-engineer-product-at-meta-3996387135?position=3&pageNum=37&refId=L61AeYnEOC3nzwvg%2FXtk4Q%3D%3D&trackingId=Uv2pdppnThZPcaaw495lEA%3D%3D&trk=public_jobs_jserp-result_search-card
198,Senior Software Engineer,4me,"Austin, TX","$$$ Join 4me, a dynamic and innovative company that is reshaping the landscape of IT Service Management (ITSM). At 4me, we believe in the power of transformation, not just in the solutions we provide to our clients, but also in the careers of our team members. As a leader in the industry, we are on a mission to attract the best talent, those who are driven by curiosity, innovation, and a passion for making a real impact. Our platform is revolutionizing the way organizations manage their service relationships, and we are looking for dedicated individuals who are ready to join us in this journey of transformation.If you're eager to be part of a forward-thinking company that thrives on community, engaging work, and grit, 4me is the place for you. We don't just offer jobs; we offer transformative career experiences. Our culture is built on empowerment, and we provide the resources and support needed for our team members to excel, innovate, and drive change. Join us at 4me and be part of a team that is shaping the future of ITSM while propelling your own career to new heights.Mission:4me, Inc. (""4me"") is hiring a Senior Software Engineer. The Senior Software Engineer at 4me will be a key contributor to the development of our cutting-edge web application. Leveraging your expertise in Ruby on Rails, you will lead the design, development, and deployment of high-quality software solutions. Your principal focus will be in developing a modern integration platform connecting 4me natively within the service management ecosystem. Reporting to the CTO, your mission will be to drive technical excellence, mentor junior engineers, and collaborate with cross-functional teams to deliver innovative and impactful product features.scalability, performance, and maintainability.ResponsibilitiesLead the design and development of Ruby on Rails applications, ensuring they are robust, scalable, and maintainable.Collaborate closely with UI/UX designers and front-end engineers to translate design concepts into functional and user-friendly interfaces.Write clean, efficient, and well-tested code that adheres to coding standards and best practices.Mentor and provide technical guidance to junior engineers, promoting their growth and skill development.Conduct thorough code reviews, providing constructive feedback and ensuring high code quality.Collaborate with other engineering leads to ensure seamless integration and optimal performance of front-end and back-end systems.Stay current with industry trends and emerging Ruby on Rails technologies, advocating for their adoption as appropriate.Troubleshoot and resolve complex technical issues and challenges, collaborating with cross-functional teams.Distinguishing CharacteristicsExtensive experience in Ruby on Rails development, with a strong command of the Ruby language and Rails framework.Proven track record of designing and implementing complex features and web applications.Strong expertise in front-end technologies (HTML, CSS, JavaScript) and their integration with back-end systems.Excellent problem-solving skills and attention to detail, with the ability to find creative solutions to technical challenges.Leadership qualities and an ability to mentor and guide junior team members.Strong communication and interpersonal skills, with the ability to collaborate effectively across teams.Experience with API frameworks such as REST and GraphQLExperience with Authentication flows such as Oauth and JWTExperience with database design and optimization, particularly with relational databases.Experience with ElasticSearch or OpenSearch.Proficiency in version control systems (git) and continuous integration/delivery practices.Ability to drive technical discussions, make architectural decisions, and shape technical strategy.Self-motivated with a demonstrated ability to take ownership and drive results.Statement of Equal Opportunity4me is an equal opportunity employer. We're committed to creating an inclusive environment for all our employees, where different backgrounds and perspectives are valued and encouraged - regardless of race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, sexual orientation or on the basis of any protected group status under any applicable law.Show moreShow less",https://www.linkedin.com/jobs/view/senior-software-engineer-at-4me-3997819283?position=4&pageNum=37&refId=L61AeYnEOC3nzwvg%2FXtk4Q%3D%3D&trackingId=bHHm1ASL9qUpB1DBrhXXrA%3D%3D&trk=public_jobs_jserp-result_search-card
199,Senior Software Engineer,4me,"Santa Barbara, CA",Related to grapgics design,https://www.linkedin.com/jobs/view/senior-software-engineer-at-4me-3997817437?position=5&pageNum=37&refId=L61AeYnEOC3nzwvg%2FXtk4Q%3D%3D&trackingId=w6ZSnP2olKJ8NTtcZKmI%2Bw%3D%3D&trk=public_jobs_jserp-result_search-card
200,Senior .NET Software Engineer,Kforce Inc,"Salt Lake City, UT",Related to grapgics design,https://www.linkedin.com/jobs/view/senior-net-software-engineer-at-kforce-inc-3993824793?position=6&pageNum=37&refId=L61AeYnEOC3nzwvg%2FXtk4Q%3D%3D&trackingId=KSdvTzNFlVhrMzmT%2FvrJrg%3D%3D&trk=public_jobs_jserp-result_search-card
201,Software Engineer - Entry/Junior,SynergisticIT,"Phoenix, AZ",Related to grapgics design,https://www.linkedin.com/jobs/view/software-engineer-entry-junior-at-synergisticit-3991984394?position=7&pageNum=37&refId=L61AeYnEOC3nzwvg%2FXtk4Q%3D%3D&trackingId=%2FQjXg%2F7W5gdr5PGXhNOmpg%3D%3D&trk=public_jobs_jserp-result_search-card
202,ACCOUNTING MANAGER,"The Institutes of Applied Human Dynamics, Inc.","Tarrytown, NY",Related to grapgics design,https://www.linkedin.com/jobs/view/accounting-manager-at-the-institutes-of-applied-human-dynamics-inc-3994026679?position=8&pageNum=37&refId=L61AeYnEOC3nzwvg%2FXtk4Q%3D%3D&trackingId=iLjIr8nQ%2Fa7kk9H2l0rORw%3D%3D&trk=public_jobs_jserp-result_search-card
203,Accounting Manager,Care Continuity,"Irving, TX",Related to grapgics design,https://www.linkedin.com/jobs/view/accounting-manager-at-care-continuity-3996262051?position=9&pageNum=37&refId=L61AeYnEOC3nzwvg%2FXtk4Q%3D%3D&trackingId=HP9MgYAw%2Bfbx8MDy7HclcQ%3D%3D&trk=public_jobs_jserp-result_search-card
